-12.4,9.53,243.7338977
-10.74496791,7.717531999,180.0542386
-11.16826322,6.490361613,158.4676306
-10.22728629,3.13194501,116.1145887
-9.161939805,3.462930503,89.67157647
-5.653543512,4.93726606,51.09673641
-4.560656574,2.341344229,24.40940962
1.316311045,-1.687451049,4.140716103
-0.997050802,0.822277977,1.43989511
1.096471143,-0.420674991,-3.881679928
-0.402146728,-0.925786716,-4.809685218
-0.512334451,-0.104003913,-3.089777959
0.206879577,-0.387183166,-11.77987148
-0.803927906,-0.140152908,-5.673331371
0.146108933,-0.355157526,-13.01300794
0.060937236,-0.33271244,-9.616436889
0.253564394,-0.371535192,-8.725941827
1.139992075,-0.509286457,-6.242244003
1.467003711,-0.488038907,-5.811277289
0.242834733,-0.31588941,-6.657746141
0.486210859,-0.360895432,-6.075895721
0.134290261,-0.302602237,-10.56909484
0.400446825,-0.343351331,-5.316514649
0.209109328,-0.319360253,-8.749585451
0.246971515,-0.324402108,-6.913244226
0.165605879,-0.32177028,-10.99487339
0.157398384,-0.309394056,-10.49112913
0.164069405,-0.314463471,-10.59751534
0.134501938,-0.310597425,-11.11312397
0.486043661,-0.340185713,-7.214773515
0.132852317,-0.295746634,-10.07402765
0.088946868,-0.299789028,-9.963643343
0.180288522,-0.301210095,-8.988470124
0.137094399,-0.302086313,-10.48651795
0.131490508,-0.30755728,-10.95028266
0.14128497,-0.306822898,-10.74476675
0.147494106,-0.307183428,-10.62723497
0.111619079,-0.306413943,-10.89337819
0.172854625,-0.307931515,-9.805341463
0.115838061,-0.301924222,-10.62701519
0.136558272,-0.302234898,-10.50655099
0.133462596,-0.303342424,-10.63407534
0.101369099,-0.297847627,-10.18009268
0.082227178,-0.307599011,-10.12090763
0.131382182,-0.286047237,-9.297172407
0.131654099,-0.287624748,-9.428157295
0.12519372,-0.28676244,-9.432503596
0.111806335,-0.286234974,-9.427647009
0.11119093,-0.285992229,-9.405381534
0.115259491,-0.286698993,-9.472452833
0.105908963,-0.286624152,-9.418768199
0.11508504,-0.286457051,-9.452453995
0.123014374,-0.286776166,-9.451558126
0.111982297,-0.286556951,-9.454568511
